id,brand,line_id,color_no,color_name,image_url,pattern_id,pattern_url,pc_season,review_count,L,a,b,hue,saturation,brightness,pigmentation,girly,makeup_intensity,konare,sweetness,korean,notes,status,spatial_spread,bg_adjacency,aspect,is_container,line_category,x20_00_pigmentation,x20_01_vivid,x20_02_transparency,x20_03_glossiness,x20_04_matte_finish,x20_05_velvet_finish,x20_06_moisture,x20_07_durability,x20_08_blur_effect,x20_09_juicy_feel,x20_10_cool_tone,x20_11_warm_tone,x20_12_light_color,x20_13_deep_color,x20_14_everyday_use,x20_15_girly,x20_16_konare,x20_17_sweetness,x20_18_korean,x20_19_mature
rmd_dewyful_13,rom&nd,dewyful,13,カスタードモ－ブ（サンリオコラボデュイフルウォーターティント）,https://cloudflare.lipscosme.com/image/df299a8a2bffe729762fe149-1700022130.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,387191,https://lipscosme.com/product_patterns/387191,"ブルベ夏,イエベ春",,54.55,47.64,17.59,,,,,,,,,,"sat=0.56, hue=355°, size=0.32, edge=0.06, spread=0.193, adj=0.03, aspect=0.73, container=False",auto_low,0.1929,0.0256,0.731,False,gloss,0.8464,1.0000,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.1717,1.0000,0.3637,0.0000,0.0000,0.5092,0.0000,0.7572,0.0000,0.0000
rmd_dewyful_14,rom&nd,dewyful,14,ピーチモカ(日本限定),https://cloudflare.lipscosme.com/image/0547e6fe4346000e41416315-1675845720.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,353723,https://lipscosme.com/product_patterns/353723,"イエベ春,ブルベ夏",,71.67,17.37,14.52,,,,,,,,,,"sat=0.30, hue=12°, size=0.36, edge=0.02, spread=0.215, adj=0.00, aspect=1.17, container=False",auto_high,0.2154,0.0020,1.169,False,gloss,0.3773,0.4528,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.0000,0.4107,0.7918,0.0000,0.0000,0.4553,0.0000,0.3908,0.0000,0.0000
rmd_dewyful_15,rom&nd,dewyful,15,チキタロ（サンリオコラボ デュイフルウォーターティント）,https://cloudflare.lipscosme.com/image/34333d7d7d52d1985ce700e2-1700021623.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,387188,https://lipscosme.com/product_patterns/387188,"ブルベ夏,ブルベ冬",,59.99,44.35,0.47,,,,,,,,,,"sat=0.48, hue=341°, size=0.32, edge=0.06, spread=0.191, adj=0.02, aspect=0.78, container=False",auto_low,0.1906,0.0224,0.781,False,gloss,0.7392,0.8870,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.4354,0.8592,0.4998,0.0000,0.1616,0.6011,0.0091,0.7292,0.0000,0.0000
rmd_dewyful_16,rom&nd,dewyful,16,チアリーピンク（サンリオコラボデュイフルウォーターティント）,https://cloudflare.lipscosme.com/image/531c4397cef44ef1bb1adb20-1700022027.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,387190,https://lipscosme.com/product_patterns/387190,"ブルベ夏,イエベ・ブルベ問わず",,80.87,26.22,7.92,,,,,,,,,,"sat=0.28, hue=356°, size=0.36, edge=0.04, spread=0.209, adj=0.05, aspect=1.05, container=False",auto_high,0.2093,0.0489,1.048,False,gloss,0.4565,0.5478,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.1250,0.5475,1.0000,0.0000,0.0000,0.7665,0.0000,0.6044,0.0000,0.0000
rmd_dewyful_17,rom&nd,dewyful,17,メロウシュガー（サンリオコラボ デュイフルウォーターティント）,https://cloudflare.lipscosme.com/image/51eb75443a84481bcab06ec9-1700021642.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,387189,https://lipscosme.com/product_patterns/387189,イエベ・ブルベ問わず,,66.68,44.67,26.61,,,,,,,,,,"sat=0.53, hue=5°, size=0.24, edge=0.05, spread=0.192, adj=0.01, aspect=1.08, container=False",auto_low,0.1921,0.0145,1.077,False,gloss,0.8666,1.0000,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.0000,1.0000,0.6670,0.0000,0.0000,0.9338,0.0000,0.9004,0.0000,0.0000
rmd_glasting_water_01,rom&nd,glasting_water,1,コーラル ミスト,https://cloudflare.lipscosme.com/image/b85aaba1d48fd413fd0a015c-1675069732.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,202041,https://lipscosme.com/product_patterns/202041,"イエベ春,イエベ秋,ブルベ冬",,43.91,45.47,24.78,,,,,,,,,,"sat=0.63, hue=0°, size=0.43, edge=0.03, spread=0.178, adj=0.00, aspect=1.23, container=False",auto_high,0.1783,0.0000,1.230,False,gloss,0.8631,1.0000,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.0255,1.0000,0.0977,0.1523,0.0000,0.1368,0.0000,0.5987,0.0000,0.1218
rmd_glasting_water_02,rom&nd,glasting_water,2,レッド ドロップ,https://cloudflare.lipscosme.com/image/1b9666cd116a1e4d998344fe-1598086539.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,202042,https://lipscosme.com/product_patterns/202042,"イエベ秋,イエベ・ブルベ問わず,イエベ春",,32.73,43.73,23.86,,,,,,,,,,"sat=0.73, hue=358°, size=0.37, edge=0.03, spread=0.188, adj=0.01, aspect=1.30, container=False",auto_high,0.1885,0.0074,1.302,False,gloss,0.8303,0.9963,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.0240,0.9683,0.0000,0.4318,0.0000,0.0000,0.0000,0.5245,0.0000,0.3421
rmd_glasting_water_03,rom&nd,glasting_water,3,ブリック リバー,https://cloudflare.lipscosme.com/image/7db005640ca92ce1a7eeff07-1598086570.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,202043,https://lipscosme.com/product_patterns/202043,"イエベ秋,イエベ春",,41.45,39.06,26.14,,,,,,,,,,"sat=0.65, hue=6°, size=0.32, edge=0.03, spread=0.146, adj=0.00, aspect=1.24, container=False",auto_high,0.1458,0.0003,1.244,False,gloss,0.7833,0.9400,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.0000,0.8899,0.0363,0.2137,0.0451,0.0452,0.0014,0.4952,0.0000,0.1704
rmd_glasting_water_04,rom&nd,glasting_water,4,ビンテージ オーシャン,https://cloudflare.lipscosme.com/image/f30f434d7bbc03d0c2bff8eb-1598086594.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,202044,https://lipscosme.com/product_patterns/202044,"イエベ秋,ブルベ冬,ブルベ夏",,29.00,29.51,18.88,,,,,,,,,,"sat=0.65, hue=5°, size=0.38, edge=0.03, spread=0.175, adj=0.00, aspect=1.29, container=False",auto_high,0.1748,0.0046,1.287,False,gloss,0.5839,0.7007,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.0000,0.6678,0.0000,0.5250,0.0000,0.0000,0.0000,0.3593,0.0000,0.4463
rmd_glasting_water_05,rom&nd,glasting_water,5,ローズ スプラッシュ,https://cloudflare.lipscosme.com/image/5562394dd20be57230a55167-1598086623.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,202045,https://lipscosme.com/product_patterns/202045,"ブルベ冬,ブルベ夏",,38.73,38.35,10.10,,,,,,,,,,"sat=0.59, hue=350°, size=0.47, edge=0.03, spread=0.167, adj=0.00, aspect=1.32, container=False",auto_high,0.1670,0.0030,1.318,False,gloss,0.6610,0.7932,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.2086,0.7931,0.0000,0.2818,0.0485,0.0000,0.0050,0.4391,0.0000,0.2371
rmd_glasting_water_06,rom&nd,glasting_water,6,パープル シャワー,https://cloudflare.lipscosme.com/image/6a0c2c6537de5fe8cd1227ea-1598086651.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,202046,https://lipscosme.com/product_patterns/202046,"ブルベ冬,ブルベ夏",,26.07,36.04,8.42,,,,,,,,,,"sat=0.70, hue=347°, size=0.33, edge=0.03, spread=0.193, adj=0.02, aspect=1.37, container=False",auto_high,0.1930,0.0241,1.371,False,gloss,0.6168,0.7402,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.2146,0.7398,0.0000,0.5982,0.0000,0.0000,0.0000,0.4106,0.0000,0.5096
rmd_glasting_water_07,rom&nd,glasting_water,7,ピンク バレー,https://cloudflare.lipscosme.com/image/a78b8c5b25167ebd1107c176-1598086685.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,202047,https://lipscosme.com/product_patterns/202047,"ブルベ夏,ブルベ冬",,42.72,43.00,16.26,,,,,,,,,,"sat=0.61, hue=354°, size=0.32, edge=0.04, spread=0.178, adj=0.01, aspect=1.20, container=False",auto_high,0.1784,0.0097,1.204,False,gloss,0.7662,0.9194,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.1484,0.9149,0.0680,0.1820,0.0801,0.0871,0.0032,0.5360,0.0000,0.1483
rmd_glasting_water_08,rom&nd,glasting_water,8,ローズ ストリーム,https://cloudflare.lipscosme.com/image/a78b8c5b25167ebd1107c176-1598086707.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,202048,https://lipscosme.com/product_patterns/202048,"ブルベ夏,ブルベ冬",,42.72,43.00,16.26,,,,,,,,,,"sat=0.61, hue=354°, size=0.32, edge=0.04, spread=0.178, adj=0.01, aspect=1.20, container=False",auto_high,0.1784,0.0097,1.204,False,gloss,0.7662,0.9194,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.1484,0.9149,0.0680,0.1820,0.0801,0.0871,0.0032,0.5360,0.0000,0.1483
rmd_glasting_water_09,rom&nd,glasting_water,9,ソフトプール,https://cloudflare.lipscosme.com/image/ccd51fb4825c83e58bc4fa67-1598086803.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,208252,https://lipscosme.com/product_patterns/208252,"ブルベ夏,ブルベ冬,イエベ秋,イエベ・ブルベ問わず",,,,,,,,,,,,,,"赤系の支配色なし(edge=0.01, max_ratio=0.29)",excluded,,,,,gloss,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
rmd_zero_velvet_01,rom&nd,zero_velvet,1,メルティング(MELTING),https://cloudflare.lipscosme.com/image/22eb2ddb0b0aa67907c08d62-1564989183.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,166954,https://lipscosme.com/product_patterns/166954,"イエベ秋,イエベ春",,44.04,44.46,26.61,,,,,,,,,,"sat=0.65, hue=3°, size=0.31, edge=0.03, spread=0.150, adj=0.00, aspect=1.04, container=False",auto_high,0.1505,0.0017,1.043,False,velvet,0.8636,1.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0000,0.9966,0.1010,0.1490,0.0000,0.1409,0.0000,0.5922,0.0000,0.1191
rmd_zero_velvet_02,rom&nd,zero_velvet,2,ジョイフル(JOYFUL),https://cloudflare.lipscosme.com/image/344fdfd6afae3413d54520d9-1586487375.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,166955,https://lipscosme.com/product_patterns/166955,"イエベ秋,イエベ春",,55.83,53.07,44.83,,,,,,,,,,"sat=0.74, hue=10°, size=0.42, edge=0.02, spread=0.199, adj=0.01, aspect=4.76, container=True",auto_low,0.1990,0.0066,4.765,True,velvet,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,0.3957,0.0000,0.0000,0.5540,0.0000,0.9313,0.0000,0.0000
rmd_zero_velvet_03,rom&nd,zero_velvet,3,ペルシレッド(PERSIRED),https://cloudflare.lipscosme.com/image/f25efead0d4aca63d8520dd3-1564989256.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,166956,https://lipscosme.com/product_patterns/166956,"イエベ秋,イエベ春,ブルベ夏,ブルベ冬",,27.04,46.00,33.33,,,,,,,,,,"sat=0.89, hue=0°, size=0.33, edge=0.03, spread=0.154, adj=0.02, aspect=1.08, container=False",auto_high,0.1538,0.0166,1.079,False,velvet,0.9468,1.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,0.0000,0.5740,0.0000,0.0000,0.0000,0.5677,0.0000,0.4592
rmd_zero_velvet_04,rom&nd,zero_velvet,4,バーントハート(BURNT HEART),https://cloudflare.lipscosme.com/image/ea9bc60db63ae59a943da291-1564989300.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,166957,https://lipscosme.com/product_patterns/166957,"ブルベ夏,ブルベ冬,イエベ秋",,39.08,30.69,7.90,,,,,,,,,,"sat=0.50, hue=352°, size=0.28, edge=0.03, spread=0.147, adj=0.00, aspect=1.00, container=False",auto_low,0.1473,0.0040,1.005,False,velvet,0.5282,0.6338,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.1701,0.6338,0.0000,0.2730,0.1005,0.0000,0.0184,0.3511,0.0000,0.2384
rmd_zero_velvet_05,rom&nd,zero_velvet,5,ウィッティ(WITTY),https://cloudflare.lipscosme.com/image/3f806a130cb11a0d72b03d38-1586487471.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,166959,https://lipscosme.com/product_patterns/166959,"イエベ秋,ブルベ冬",,41.61,46.70,33.69,,,,,,,,,,"sat=0.74, hue=6°, size=0.41, edge=0.02, spread=0.201, adj=0.00, aspect=1.69, container=False",auto_high,0.2006,0.0029,1.688,False,velvet,0.9597,1.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,0.0402,0.2098,0.0000,0.0563,0.0000,0.5992,0.0000,0.1678
rmd_zero_velvet_06,rom&nd,zero_velvet,6,ディープソウル(DEEP SOUL),https://cloudflare.lipscosme.com/image/4e5c0a4854e2f24838b4288c-1586487536.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,166960,https://lipscosme.com/product_patterns/166960,"イエベ秋,ブルベ冬",,34.17,42.17,33.90,,,,,,,,,,"sat=0.81, hue=8°, size=0.34, edge=0.02, spread=0.193, adj=0.00, aspect=1.71, container=False",auto_high,0.1933,0.0003,1.707,False,velvet,0.9018,1.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0000,0.9901,0.0000,0.3957,0.0000,0.0000,0.0000,0.5268,0.0000,0.3154
rmd_zero_velvet_07,rom&nd,zero_velvet,7,フィズ(FIZZ),https://cloudflare.lipscosme.com/image/1132df6e95601e26e0cc3648-1601884379.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,204319,https://lipscosme.com/product_patterns/204319,"ブルベ冬,ブルベ夏",,32.28,53.80,30.58,,,,,,,,,,"sat=0.92, hue=352°, size=0.21, edge=0.02, spread=0.234, adj=0.01, aspect=1.03, container=False",auto_low,0.2335,0.0055,1.031,False,velvet,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0083,1.0000,0.0000,0.4430,0.0000,0.0000,0.0000,0.6477,0.0000,0.3544
rmd_zero_velvet_08,rom&nd,zero_velvet,8,アイシー(ICY),https://cloudflare.lipscosme.com/image/35077259ecaa9078eee19401-1675062422.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,204320,https://lipscosme.com/product_patterns/204320,"ブルベ冬,ブルベ夏",,39.41,36.51,6.58,,,,,,,,,,"sat=0.56, hue=347°, size=0.24, edge=0.04, spread=0.200, adj=0.00, aspect=1.11, container=False",auto_low,0.1995,0.0020,1.105,False,velvet,0.6183,0.7420,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.2511,0.7394,0.0000,0.2648,0.0939,0.0000,0.0121,0.4122,0.0000,0.2253
rmd_zero_velvet_09,rom&nd,zero_velvet,9,ポーラー(POLAR),https://cloudflare.lipscosme.com/image/3ec142f91190055c7959469e-1607592621.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,204321,https://lipscosme.com/product_patterns/204321,"ブルベ夏,イエベ春",,55.81,45.21,8.51,,,,,,,,,,"sat=0.52, hue=348°, size=0.28, edge=0.03, spread=0.210, adj=0.00, aspect=1.08, container=False",auto_low,0.2100,0.0018,1.082,False,velvet,0.7667,0.9201,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.3047,0.9174,0.3953,0.0000,0.1780,0.5077,0.0071,0.7131,0.0000,0.0000
rmd_zero_velvet_10,rom&nd,zero_velvet,10,フィーバー(FEVER),https://cloudflare.lipscosme.com/image/51457ffbb159e40aa4a5d189-1586487595.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,196361,https://lipscosme.com/product_patterns/196361,"イエベ春,イエベ・ブルベ問わず",,57.53,57.12,36.64,,,,,,,,,,"sat=0.67, hue=4°, size=0.39, edge=0.02, spread=0.199, adj=0.01, aspect=1.58, container=False",auto_high,0.1991,0.0085,1.576,False,velvet,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,0.4383,0.0000,0.0000,0.6136,0.0000,1.0000,0.0000,0.0000
rmd_zero_velvet_11,rom&nd,zero_velvet,11,フレア(FLARE),https://cloudflare.lipscosme.com/image/650a6d49e01ac8e0417ce511-1586487643.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,196362,https://lipscosme.com/product_patterns/196362,"イエベ・ブルベ問わず,イエベ春,イエベ秋",,49.01,59.95,44.15,,,,,,,,,,"sat=0.79, hue=5°, size=0.40, edge=0.02, spread=0.200, adj=0.00, aspect=1.70, container=False",auto_high,0.1996,0.0011,1.697,False,velvet,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0000,1.0000,0.2252,0.0248,0.0000,0.3153,0.0000,0.9081,0.0000,0.0198
rmd_zero_velvet_12,rom&nd,zero_velvet,12,アンシャーリー(ANNE SHIRLEY),https://cloudflare.lipscosme.com/image/d6e370e929b380586f84ee71-1615993600.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,206843,https://lipscosme.com/product_patterns/206843,"イエベ春,イエベ秋,イエベ・ブルベ問わず",,35.84,45.54,24.34,,,,,,,,,,"sat=0.71, hue=358°, size=0.35, edge=0.03, spread=0.182, adj=0.01, aspect=2.14, container=False",auto_high,0.1817,0.0057,2.136,False,velvet,0.8606,1.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0338,1.0000,0.0000,0.3540,0.0000,0.0000,0.0000,0.5453,0.0000,0.2832
rmd_zero_velvet_13,rom&nd,zero_velvet,13,ベリーケーキ(BERRY CAKE),https://cloudflare.lipscosme.com/image/f973ea60cee154b2a7057726-1609231542.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,206844,https://lipscosme.com/product_patterns/206844,"イエベ・ブルベ問わず,ブルベ冬",,30.81,41.76,24.17,,,,,,,,,,"sat=0.73, hue=359°, size=0.17, edge=0.02, spread=0.210, adj=0.00, aspect=0.97, container=False",auto_low,0.2095,0.0014,0.974,False,velvet,0.8042,0.9650,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0000,0.9319,0.0000,0.4798,0.0000,0.0000,0.0000,0.5036,0.0000,0.3824
rmd_zero_velvet_14,rom&nd,zero_velvet,14,ピーカンタルト(PEACAN TARTE),https://cloudflare.lipscosme.com/image/e627182b61afdb13b0b7d92b-1602820166.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,206845,https://lipscosme.com/product_patterns/206845,"ブルベ冬,イエベ秋",,32.77,42.67,16.26,,,,,,,,,,"sat=0.71, hue=352°, size=0.36, edge=0.03, spread=0.192, adj=0.01, aspect=1.07, container=False",auto_high,0.1925,0.0123,1.067,False,velvet,0.7611,0.9133,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.1451,0.9085,0.0000,0.4307,0.0000,0.0000,0.0000,0.4983,0.0000,0.3515
rmd_zero_velvet_15,rom&nd,zero_velvet,15,ラスクラスク(RUSK RUSK),https://cloudflare.lipscosme.com/image/9a41ef62eba1631f94b02112-1602820211.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,206846,https://lipscosme.com/product_patterns/206846,イエベ秋,,28.78,26.48,18.91,,,,,,,,,,"sat=0.64, hue=8°, size=0.29, edge=0.02, spread=0.227, adj=0.02, aspect=1.17, container=False",auto_low,0.2265,0.0224,1.166,False,velvet,0.5423,0.6508,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0000,0.6094,0.0000,0.5305,0.0000,0.0000,0.0000,0.3262,0.0000,0.4549
rmd_zero_velvet_16,rom&nd,zero_velvet,16,バーニーヌード(BURNY NUDE),https://cloudflare.lipscosme.com/image/e4a7be5cabea6722cadb9a58-1602820257.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,213657,https://lipscosme.com/product_patterns/213657,"イエベ秋,イエベ春",,41.92,35.90,13.30,,,,,,,,,,"sat=0.54, hue=355°, size=0.25, edge=0.03, spread=0.200, adj=0.01, aspect=0.98, container=False",auto_low,0.2004,0.0096,0.982,False,velvet,0.6381,0.7657,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.1286,0.7624,0.0480,0.2020,0.1973,0.0512,0.0231,0.4386,0.0000,0.1709
rmd_zero_velvet_17,rom&nd,zero_velvet,17,トースティヌード(TOASTY NUDE),https://cloudflare.lipscosme.com/image/e664a24ce0ab94a0eeff1c04-1602820413.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,213658,https://lipscosme.com/product_patterns/213658,"イエベ秋,イエベ春",,35.38,37.29,23.72,,,,,,,,,,"sat=0.67, hue=4°, size=0.22, edge=0.03, spread=0.192, adj=0.02, aspect=1.00, container=False",auto_low,0.1916,0.0213,0.999,False,velvet,0.7366,0.8839,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0000,0.8432,0.0000,0.3655,0.0000,0.0000,0.0000,0.4538,0.0000,0.2964
rmd_zero_velvet_18,rom&nd,zero_velvet,18,ペタルタッセル(PETTAL TASSEL),https://cloudflare.lipscosme.com/image/27198086049c064484b59571-1615993503.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,218065,https://lipscosme.com/product_patterns/218065,"ブルベ夏,ブルベ冬,イエベ秋,イエベ春",,42.11,32.90,5.90,,,,,,,,,,"sat=0.50, hue=348°, size=0.27, edge=0.02, spread=0.225, adj=0.00, aspect=1.09, container=False",auto_low,0.2255,0.0029,1.089,False,velvet,0.5571,0.6685,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.2268,0.6661,0.0527,0.1973,0.2911,0.0492,0.0482,0.3910,0.0000,0.1707
rmd_zero_velvet_19,rom&nd,zero_velvet,19,アールグレイショール(EARL GRAY SHAWL),https://cloudflare.lipscosme.com/image/b42b2813db8efd3e292f109f-1615993483.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,218066,https://lipscosme.com/product_patterns/218066,"イエベ秋,イエベ春",,35.71,29.95,13.43,,,,,,,,,,"sat=0.53, hue=359°, size=0.31, edge=0.02, spread=0.227, adj=0.00, aspect=1.17, container=False",auto_high,0.2267,0.0029,1.174,False,velvet,0.5471,0.6565,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0669,0.6481,0.0000,0.3572,0.0000,0.0000,0.0000,0.3536,0.0000,0.3094
rmd_zero_velvet_20,rom&nd,zero_velvet,20,ベリーニット(BERRY KNIT),https://cloudflare.lipscosme.com/image/b5ee35a3337fdf326dc0ee2e-1615993429.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,218067,https://lipscosme.com/product_patterns/218067,"イエベ秋,ブルベ冬",,21.90,22.96,9.55,,,,,,,,,,"sat=0.57, hue=357°, size=0.27, edge=0.02, spread=0.223, adj=0.08, aspect=1.09, container=False",auto_low,0.2233,0.0798,1.095,False,velvet,0.4144,0.4973,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0642,0.4930,0.0000,0.7025,0.0000,0.0000,0.0000,0.2697,0.0000,0.6317
rmd_zero_velvet_21,rom&nd,zero_velvet,21,ヴィランベスト(VILLAIN VEST),https://cloudflare.lipscosme.com/image/e06f2633ed796cab042b2271-1615993457.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,218068,https://lipscosme.com/product_patterns/218068,ブルベ冬,,17.32,24.53,8.06,,,,,,,,,,"sat=0.66, hue=352°, size=0.43, edge=0.02, spread=0.223, adj=0.15, aspect=1.10, container=False",auto_high,0.2232,0.1508,1.096,False,velvet,0.4303,0.5164,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.1057,0.5156,0.0000,0.8170,0.0000,0.0000,0.0000,0.2840,0.0000,0.7324
rmd_zero_velvet_22,rom&nd,zero_velvet,22,グレインヌード(GRAIN NUDE)【ヴィンテージフィルター】,https://cloudflare.lipscosme.com/image/2025-10-02-e9e5add36c7119e5501c77b2.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,454938,https://lipscosme.com/product_patterns/454938,,,48.81,31.20,22.02,,,,,,,,,,"sat=0.54, hue=8°, size=0.16, edge=0.04, spread=0.179, adj=0.00, aspect=0.89, container=False",auto_low,0.1795,0.0034,0.889,False,velvet,0.6365,0.7638,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0000,0.7167,0.2203,0.0297,0.5089,0.2210,0.0601,0.4684,0.0000,0.0248
rmd_zero_velvet_23,rom&nd,zero_velvet,23,ヴィンテージトープ(VINTAGE TAUPE)【ヴィンテージフィルター】,https://cloudflare.lipscosme.com/image/2025-10-02-72d95ad7ef5af8f30ebc0b68.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,454939,https://lipscosme.com/product_patterns/454939,,,,,,,,,,,,,,,"スウォッチ小(size=0.14, edge=0.04, adj=0.09): 容器のみ画像の疑い",excluded,0.1716,0.0869,1.051,False,velvet,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
rmd_zero_velvet_24,rom&nd,zero_velvet,24,フェードレッド(FADE RED)【ヴィンテージフィルター】,https://cloudflare.lipscosme.com/image/2025-10-02-86418ddbb66b25b791e18a1d.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,454940,https://lipscosme.com/product_patterns/454940,,,,,,,,,,,,,,,"スウォッチ小(size=0.14, edge=0.04, adj=0.06): 容器のみ画像の疑い",excluded,0.1650,0.0570,1.087,False,velvet,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
rmd_zero_velvet_25,rom&nd,zero_velvet,25,ナードピンク(NERD PINK)【ヴィンテージフィルター】,https://cloudflare.lipscosme.com/image/2025-10-02-2ab8964b8e02d69ab319ad89.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,454941,https://lipscosme.com/product_patterns/454941,,,45.73,20.32,6.67,,,,,,,,,,"sat=0.34, hue=357°, size=0.26, edge=0.04, spread=0.137, adj=0.05, aspect=1.04, container=False",auto_low,0.1372,0.0451,1.043,False,velvet,0.3564,0.4277,0.0000,0.0000,0.0000,1.0000,0.1000,0.8000,0.0000,0.0000,0.0877,0.4271,0.1432,0.1068,0.2002,0.0857,0.0573,0.2689,0.0000,0.0976
